City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Kumanovo,MK,42.13,21.71,68.0,60,0,2.24,clear sky
362,College,US,64.86,-147.8,71.6,56,40,6.93,scattered clouds
363,Buncrana,IE,55.13,-7.45,48.96,86,58,3.91,broken clouds
364,Massaguet,TD,12.48,15.44,73.4,100,20,9.17,few clouds
365,Nago,JP,26.59,127.98,84.2,83,75,9.17,broken clouds
366,Manokwari,ID,-0.87,134.08,78.85,79,96,3.87,overcast clouds
367,Chuguyevka,RU,44.17,133.86,69.44,92,100,3.0,light rain
368,Treinta Y Tres,UY,-33.23,-54.38,65.62,89,89,3.27,overcast clouds
369,Saint-Pierre,RE,-21.34,55.48,68.0,60,90,10.29,overcast clouds
370,Norman Wells,CA,65.28,-126.83,75.2,64,20,5.82,few clouds
371,Tevaitoa,PF,-16.78,-151.5,79.12,77,100,10.58,overcast clouds
372,Lubao,PH,14.92,120.55,79.0,94,75,0.31,broken clouds
373,Richards Bay,ZA,-28.78,32.04,64.67,73,0,15.68,clear sky
374,Las Vegas,US,36.17,-115.14,109.4,2,1,12.75,clear sky
375,Ponta Delgada,PT,37.73,-25.67,71.6,73,20,6.93,few clouds
376,Makokou,GA,0.57,12.86,72.3,80,91,5.19,overcast clouds
377,Montevideo,UY,-34.83,-56.17,60.8,87,83,10.29,broken clouds
378,Tura,IN,25.52,90.22,77.56,83,39,1.9,scattered clouds
379,Buala,SB,-8.14,159.59,83.07,74,26,6.69,scattered clouds
380,Hammerfest,NO,70.66,23.68,48.2,87,1,10.29,clear sky
381,Macherla,IN,16.48,79.43,80.06,74,100,18.57,light rain
382,Belur,IN,13.17,75.87,67.73,92,100,12.86,overcast clouds
383,Pachino,IT,36.72,15.09,75.99,82,11,8.28,few clouds
384,Crotone,IT,39.09,17.12,81.28,64,0,7.52,clear sky
385,Sarangani,PH,5.4,125.46,79.7,83,100,7.94,light rain
386,Ranibennur,IN,14.62,75.62,71.62,88,100,13.91,overcast clouds
387,Kourou,GF,5.16,-52.65,82.4,74,48,3.36,light rain
388,Rio Bueno,CL,-40.32,-72.97,55.4,71,58,3.36,broken clouds
389,Casselman,CA,45.32,-75.08,78.01,83,96,8.86,light rain
390,Novikovo,RU,51.15,37.89,54.99,91,14,6.82,few clouds
391,Yar-Sale,RU,66.83,70.83,62.62,61,99,14.41,overcast clouds
392,Aloja,LV,57.77,24.88,57.0,82,70,1.99,broken clouds
393,Gigmoto,PH,13.78,124.39,80.87,77,98,4.79,overcast clouds
394,Atar,MR,20.52,-13.05,101.62,10,0,7.47,clear sky
395,Kandrian,PG,-6.22,149.55,78.98,86,72,12.03,light rain
396,Xichang,CN,27.9,102.26,64.47,78,14,2.28,few clouds
397,Esmeraldas,BR,-19.76,-44.31,66.2,52,0,10.29,clear sky
398,Kondagaon,IN,19.6,81.67,74.28,92,100,6.58,overcast clouds
399,Sagae,JP,38.37,140.27,75.2,88,75,1.19,broken clouds
400,Phu Ly,VN,20.54,105.91,77.4,94,100,0.94,moderate rain
401,Opuwo,NA,-18.06,13.84,60.64,32,0,8.52,clear sky
402,Moron,AR,-34.65,-58.62,66.99,86,67,1.99,broken clouds
403,Muros,ES,42.78,-9.06,64.0,77,100,6.17,overcast clouds
404,Camacha,PT,33.08,-16.33,69.8,73,40,11.41,scattered clouds
405,Victoria,HK,22.29,114.16,79.0,94,100,8.01,light rain
406,Slave Lake,CA,55.28,-114.77,82.4,51,20,10.29,few clouds
407,Aranos,NA,-24.13,19.12,55.04,36,0,13.02,clear sky
408,Abong Mbang,CM,3.98,13.18,68.23,96,100,4.88,overcast clouds
409,Sao Joao Da Barra,BR,-21.64,-41.05,69.8,68,3,5.82,clear sky
410,Yerbogachen,RU,61.28,108.01,57.31,74,0,4.43,clear sky
411,Puerto Montt,CL,-41.47,-72.94,53.6,76,80,6.93,broken clouds
412,Ranong,TH,9.97,98.63,80.51,83,100,19.04,moderate rain
413,Bone,DE,51.97,12.14,64.99,87,100,7.74,overcast clouds
414,Gizo,SB,-8.1,156.84,82.0,80,49,9.89,scattered clouds
415,Edd,ER,13.93,41.69,89.15,65,100,2.51,overcast clouds
416,Pacific Grove,US,36.62,-121.92,69.8,68,40,11.41,scattered clouds
417,Nyurba,RU,63.28,118.33,58.75,72,0,3.69,clear sky
418,Whyalla,AU,-33.03,137.58,50.0,100,90,4.7,overcast clouds
419,Namatanai,PG,-3.67,152.43,81.84,79,24,7.45,light rain
420,Manggar,ID,-2.88,108.27,80.78,82,100,8.84,overcast clouds
421,Kingman,US,35.19,-114.05,100.4,16,1,18.34,clear sky
422,Koumac,NC,-20.57,164.28,69.71,59,0,7.45,clear sky
423,Nalut,LY,30.33,10.85,84.83,14,0,10.85,clear sky
424,Sao Miguel Do Araguaia,BR,-13.28,-50.16,77.74,32,0,3.06,clear sky
425,Ancud,CL,-41.87,-73.82,52.0,87,75,16.11,broken clouds
426,Puerto Leguizamo,CO,-0.19,-74.78,85.55,59,7,2.68,clear sky
427,Nerchinskiy Zavod,RU,51.31,119.61,59.56,94,100,3.49,overcast clouds
428,Sindor,RU,62.86,51.89,49.59,98,99,7.7,overcast clouds
429,Laramie,US,41.31,-105.59,82.4,17,1,8.05,clear sky
430,Mount Isa,AU,-20.73,139.5,53.6,58,0,8.03,clear sky
431,Coihaique,CL,-45.58,-72.07,41.0,86,90,1.9,overcast clouds
432,Rio Muerto,MX,27.42,-110.23,96.8,39,75,5.82,broken clouds
433,Zhangye,CN,38.93,100.45,68.54,39,93,3.76,overcast clouds
434,Nabire,ID,-3.37,135.48,75.56,89,28,4.83,scattered clouds
435,Surt,LY,31.21,16.59,79.18,84,0,6.2,clear sky
436,Kondinskoye,RU,59.65,67.41,68.32,75,0,9.08,clear sky
437,Alto Araguaia,BR,-17.31,-53.22,73.04,38,0,8.14,clear sky
438,Opelousas,US,30.53,-92.08,91.0,45,1,4.7,clear sky
439,Bathsheba,BB,13.22,-59.52,84.2,74,40,11.41,scattered clouds
440,Kaili,ID,-3.46,120.21,68.38,91,100,0.83,overcast clouds
441,Salinopolis,BR,-0.61,-47.36,78.84,85,7,9.46,light rain
442,Zinder,NE,13.81,8.99,80.83,65,96,11.21,light rain
443,Mogadishu,SO,2.04,45.34,76.66,81,99,21.36,light rain
444,Payo,ID,-3.75,103.64,73.31,81,99,2.48,overcast clouds
445,Sambava,MG,-14.27,50.17,71.49,83,100,20.62,light rain
446,Westport,US,41.14,-73.36,84.2,74,40,11.41,scattered clouds
447,Viedma,AR,-40.81,-63.0,46.99,66,14,5.59,few clouds
448,Srednekolymsk,RU,67.45,153.68,60.06,50,22,2.98,few clouds
449,Touros,BR,-5.2,-35.46,75.2,88,40,11.41,scattered clouds
450,Komsomolskiy,UZ,40.43,71.72,75.2,44,0,6.93,clear sky
451,Boissevain,CA,49.23,-100.06,75.99,46,40,9.17,scattered clouds
452,Kentau,KZ,43.52,68.51,75.87,34,0,10.6,clear sky
453,Zhanaozen,KZ,43.3,52.8,77.86,36,18,3.71,few clouds
454,Faya,SA,18.39,42.45,68.0,77,20,5.82,few clouds
455,Flores,GT,16.92,-89.9,92.86,50,89,3.06,overcast clouds
456,Bonfim,BR,3.08,-59.95,80.85,75,19,5.86,few clouds
457,Pangnirtung,CA,66.15,-65.71,55.65,54,36,4.27,scattered clouds
458,Tiznit,MA,29.58,-9.5,82.02,32,27,0.25,scattered clouds
459,Axim,GH,4.87,-2.24,73.58,82,11,8.12,few clouds
460,Kavieng,PG,-2.57,150.8,83.07,76,16,6.93,few clouds
461,Christchurch,NZ,-43.53,172.63,52.0,93,100,6.93,overcast clouds
462,Debre Birhan,ET,9.68,39.53,52.03,100,100,4.54,light rain
463,Takahashi,JP,34.78,133.62,77.0,94,75,1.12,mist
464,Ust-Nera,RU,64.57,143.2,64.87,40,71,3.96,broken clouds
465,Kaeo,NZ,-35.1,173.78,60.01,3,64,7.0,broken clouds
466,Lompoc,US,34.64,-120.46,68.0,68,0,14.99,clear sky
467,Chipinge,ZW,-20.19,32.62,47.84,97,2,5.44,clear sky
468,Bonthe,SL,7.53,-12.51,74.44,86,100,7.38,overcast clouds
469,Batagay,RU,67.63,134.63,57.38,54,36,3.8,scattered clouds
470,Ribeira Brava,PT,32.65,-17.07,71.6,68,20,17.22,few clouds
471,Leninsk-Kuznetskiy,RU,54.66,86.17,60.8,93,0,8.95,clear sky
472,Lasa,IT,46.62,10.7,61.0,100,40,2.91,thunderstorm with light rain
473,Saint-Georges,GD,12.06,-61.75,84.2,74,40,17.22,scattered clouds
474,Grindavik,IS,63.84,-22.43,46.4,93,75,14.99,broken clouds
475,Maniitsoq,GL,65.42,-52.9,48.24,85,93,9.98,overcast clouds
476,Mayskiy,RU,47.69,40.1,60.8,82,3,6.71,clear sky
477,Mulanje,MW,-16.03,35.5,60.71,88,95,8.57,overcast clouds
478,Zavetnoye,RU,47.12,43.89,65.59,54,0,5.14,clear sky
479,Surgut,RU,61.25,73.42,68.0,77,27,6.71,scattered clouds
480,Bandarbeyla,SO,9.49,50.81,78.31,70,0,29.97,clear sky
481,Adrar,MR,20.5,-10.07,101.73,9,0,4.81,clear sky
482,Poum,NC,-20.23,164.02,69.08,62,4,6.71,clear sky
483,Tateyama,JP,34.98,139.87,80.01,100,1,3.33,clear sky
484,Bilma,NE,18.69,12.92,93.25,29,59,6.91,broken clouds
485,Tarakan,ID,3.3,117.63,78.55,85,82,5.14,broken clouds
486,Sangmelima,CM,2.93,11.98,66.96,97,97,4.41,overcast clouds
487,Gouyave,GD,12.16,-61.73,84.2,74,40,17.22,scattered clouds
488,Varkaus,FI,62.32,27.87,57.2,100,90,5.82,thunderstorm
489,Gambela,ET,8.25,34.58,71.6,92,95,3.53,light rain
490,Kerema,PG,-7.96,145.78,76.23,81,80,2.01,broken clouds
491,Port-Gentil,GA,-0.72,8.78,77.0,78,40,10.94,scattered clouds
492,Tucumcari,US,35.17,-103.72,95.0,19,1,8.05,clear sky
493,Betare Oya,CM,5.6,14.08,67.55,94,100,4.23,moderate rain
494,Ust-Omchug,RU,61.15,149.63,61.11,47,8,2.24,clear sky
495,Scottsbluff,US,41.87,-103.67,84.2,37,1,14.99,clear sky
496,Charlestown,AU,-32.95,151.67,50.0,79,76,7.25,broken clouds
497,Feltre,IT,46.02,11.91,68.0,98,86,3.62,light rain
498,Portage,US,41.17,-81.2,68.0,93,90,11.41,light rain
499,Standerton,ZA,-26.93,29.24,45.0,55,0,3.67,clear sky
500,Carbondale,US,37.73,-89.22,75.99,78,75,8.05,broken clouds
501,Chara,RU,56.91,118.26,55.26,89,100,2.37,moderate rain
502,Halifax,CA,44.65,-63.57,77.0,60,33,1.01,scattered clouds
503,Nome,US,64.5,-165.41,64.0,72,1,12.75,clear sky
504,Paka,MY,4.64,103.44,80.6,88,98,3.36,light rain
505,Casper,US,42.87,-106.31,89.01,25,1,9.17,clear sky
506,Akyab,MM,20.15,92.9,82.89,83,100,5.93,moderate rain
507,Barcelos,PT,41.54,-8.62,66.99,87,100,10.29,overcast clouds
508,Dryden,CA,49.78,-92.75,66.2,52,75,9.17,broken clouds
509,Birao,CF,10.28,22.79,70.65,96,92,2.86,overcast clouds
510,Altay,CN,47.87,88.12,60.91,42,0,9.26,clear sky
511,Pringsewu,ID,-5.36,104.97,72.36,92,53,1.9,broken clouds
512,Sakakah,SA,29.97,40.21,89.6,13,0,5.82,clear sky
513,Llanes,ES,43.42,-4.75,66.99,97,100,1.01,overcast clouds
514,San Policarpo,PH,12.18,125.51,82.85,79,100,6.53,overcast clouds
515,Abnub,EG,27.27,31.15,86.0,30,0,2.24,clear sky
516,Vakhrushev,RU,48.98,142.97,58.78,95,100,6.98,light rain
517,Kaitangata,NZ,-46.28,169.85,50.0,83,100,3.0,overcast clouds
518,Zyryanka,RU,65.75,150.85,61.83,52,5,7.7,clear sky
519,Wamba,NG,8.93,8.6,72.07,94,100,2.28,light rain
520,Gayeri,BF,12.65,0.49,81.05,68,93,11.16,overcast clouds
521,Pisco,PE,-13.7,-76.22,66.2,68,5,6.93,clear sky
522,Merta,IN,26.65,74.03,84.52,73,0,13.6,clear sky
523,Bell Ville,AR,-32.63,-62.69,69.01,72,67,4.0,broken clouds
524,Ulladulla,AU,-35.35,150.47,50.0,66,75,18.34,broken clouds
525,Isangel,VU,-19.55,169.27,70.92,63,5,11.74,clear sky
526,Vila Velha,BR,-20.33,-40.29,73.99,64,20,6.93,few clouds
527,Perth,AU,-31.93,115.83,46.0,93,20,5.82,shower rain
528,Novodugino,RU,55.63,34.28,49.48,92,0,5.01,clear sky
529,Sungaipenuh,ID,-2.08,101.38,64.81,96,46,1.01,scattered clouds
530,Khvoynaya,RU,58.9,34.53,51.37,88,47,2.73,scattered clouds
531,Chapais,CA,49.78,-74.85,66.2,93,90,6.93,overcast clouds
532,Hay River,CA,60.82,-115.8,89.6,49,40,5.82,haze
533,Monrovia,LR,6.3,-10.8,77.0,94,75,9.95,light rain
534,Jumla,NP,29.27,82.18,61.34,71,46,0.76,scattered clouds
535,Manjacaze,MZ,-24.71,33.88,56.32,91,0,3.65,clear sky
536,Khandyga,RU,62.67,135.6,63.82,48,30,2.33,scattered clouds
537,Larsnes,NO,62.2,5.58,53.01,92,100,4.0,light rain
538,Banes,CU,20.96,-75.72,75.2,94,75,9.17,thunderstorm with light rain
539,Channel-Port Aux Basques,CA,47.57,-59.14,66.79,81,0,11.39,clear sky
540,Anaconda,US,46.13,-112.94,91.4,14,1,4.7,clear sky
541,Olutanga,PH,7.31,122.85,81.88,78,73,1.01,broken clouds
542,Pemangkat,ID,1.17,108.97,77.56,93,100,4.68,overcast clouds
543,Sumbawanga,TZ,-7.97,31.62,55.4,71,5,6.93,clear sky
544,Kaoma,ZM,-14.78,24.8,52.92,46,78,6.96,broken clouds
545,Kapuskasing,CA,49.42,-82.43,57.2,71,75,13.87,light rain
546,Atambua,ID,-9.11,124.89,65.19,86,40,4.79,scattered clouds
547,Samarai,PG,-10.62,150.67,77.4,85,98,13.2,light rain
548,Mexico,PH,15.06,120.72,79.0,94,75,0.58,broken clouds
549,Hambantota,LK,6.12,81.12,77.0,100,20,11.41,few clouds
550,Natchez,US,31.56,-91.4,87.8,48,1,4.16,clear sky
551,Vrangel,RU,42.73,133.08,68.72,97,100,9.28,moderate rain
552,Flin Flon,CA,54.77,-101.86,77.0,41,40,6.93,scattered clouds
553,Alice Springs,AU,-23.7,133.88,41.0,32,0,3.36,clear sky
554,Dukat,RU,62.55,155.55,53.4,58,32,6.93,scattered clouds
555,Myskhako,RU,44.67,37.74,57.2,87,40,4.47,scattered clouds
556,Valdivia,CL,-39.81,-73.25,53.6,87,99,4.7,overcast clouds
557,General Teran,MX,25.27,-99.68,90.27,50,28,10.31,moderate rain
558,Okha,RU,53.57,142.95,54.01,88,98,12.68,overcast clouds
559,Capreol,CA,46.71,-80.92,62.01,93,90,17.22,light intensity shower rain
560,Lufilufi,WS,-13.87,-171.6,81.41,80,89,12.17,overcast clouds
561,Redlands,US,34.06,-117.18,102.2,10,5,6.93,clear sky
562,Bibbiena,IT,43.7,11.81,78.8,69,0,3.36,clear sky
563,General Roca,AR,-39.03,-67.58,57.2,47,3,9.17,clear sky
564,Pillaro,EC,-1.17,-78.53,62.6,33,20,12.75,few clouds
565,Saint George,US,37.1,-113.58,107.01,10,1,13.87,clear sky
566,Kiunga,PG,-6.12,141.29,72.1,88,89,3.47,overcast clouds
567,Coahuayana,MX,18.73,-103.68,86.0,70,75,11.41,broken clouds
568,Marsh Harbour,BS,26.54,-77.06,83.59,79,100,26.26,light rain
569,Bouna,CI,9.27,-3.0,70.97,90,81,3.85,broken clouds
570,Luancheng,CN,37.88,114.65,80.6,88,100,4.47,overcast clouds
571,Sabang,ID,5.89,95.32,82.72,77,100,23.4,overcast clouds
572,Mersing,MY,2.43,103.84,77.0,94,97,5.82,overcast clouds
573,Panjab,AF,34.39,67.02,55.45,46,0,4.21,clear sky
574,Goure,NE,13.98,10.27,79.74,68,8,13.82,clear sky
575,Poltavka,RU,54.37,71.76,71.89,60,0,3.58,clear sky
576,Carmelo,UY,-33.99,-58.29,66.2,82,75,8.05,broken clouds
577,Shelburne,CA,44.08,-80.2,69.8,94,90,2.24,light rain
578,Maceio,BR,-9.67,-35.74,73.4,83,40,2.24,scattered clouds
579,Lander,US,42.83,-108.73,93.2,14,1,4.7,clear sky
580,Marawi,PH,8.0,124.29,77.0,86,96,5.99,overcast clouds
581,Naze,JP,28.37,129.48,82.4,78,40,10.29,mist
582,Ourossogui,SN,15.61,-13.32,89.6,79,1,4.7,clear sky
583,Athabasca,CA,54.72,-113.29,79.68,69,0,11.41,clear sky
584,Yarada,IN,17.65,83.27,78.8,94,40,2.24,mist
585,Ewa Beach,US,21.32,-158.01,87.8,55,20,10.29,few clouds
586,Chokwe,MZ,-24.53,32.98,58.77,83,0,3.87,clear sky
587,Fort Wayne,US,41.13,-85.13,78.8,65,20,3.36,few clouds
588,Calamar,CO,10.25,-74.91,86.0,84,75,5.82,broken clouds
589,Port Lincoln,AU,-34.73,135.87,51.98,76,100,10.04,overcast clouds
590,Muromtsevo,RU,56.37,75.24,67.15,89,6,3.96,clear sky
591,Portmore,JM,17.97,-76.87,86.0,88,75,8.05,shower rain
592,Itarema,BR,-2.92,-39.92,78.35,80,1,12.8,clear sky
593,Wawina,HN,15.42,-84.43,88.72,63,68,7.52,broken clouds
594,Vostok,RU,46.49,135.88,67.44,97,100,3.38,overcast clouds
595,Ayan,RU,56.45,138.17,57.85,74,0,2.13,clear sky
596,Yagodnoye,RU,62.55,149.67,59.0,56,50,2.95,scattered clouds
597,Lincoln,US,40.8,-96.67,78.8,50,20,17.22,few clouds
598,Chernyshevskiy,RU,63.01,112.47,59.11,74,0,2.24,clear sky
599,Wum,CM,6.38,10.07,63.91,99,100,2.73,overcast clouds
600,Oussouye,SN,12.48,-16.55,75.2,100,99,2.24,overcast clouds
601,Bisceglie,IT,41.24,16.5,80.01,41,54,4.7,broken clouds
602,Agadir,MA,30.42,-9.6,73.4,78,23,1.99,few clouds
603,Aksarka,RU,66.56,67.8,61.72,77,100,10.38,light rain
604,Tibacuy,CO,4.35,-72.46,84.85,70,1,6.26,clear sky
605,Grand Gaube,MU,-20.01,57.66,64.99,79,41,1.99,scattered clouds
606,San Blas,MX,21.52,-105.27,86.0,51,75,8.05,broken clouds
607,Riyadh,SA,24.69,46.72,95.0,16,11,6.93,few clouds
608,Can Tho,VN,10.03,105.78,76.5,92,99,6.44,overcast clouds
609,West Bay,KY,19.37,-81.42,89.01,70,20,5.82,few clouds
610,Maria La Baja,CO,9.98,-75.3,86.0,84,75,5.82,broken clouds
611,Pechora,RU,65.15,57.22,57.94,97,59,7.81,broken clouds
612,Am Timan,TD,11.03,20.28,69.87,98,100,2.39,moderate rain
613,Redmond,US,47.67,-122.12,82.0,39,84,4.88,broken clouds
614,Sergeyevka,KZ,53.88,67.42,68.72,56,0,6.55,clear sky
615,Eyl,SO,7.98,49.82,79.99,63,0,24.27,clear sky
616,Sarapul,RU,56.48,53.8,51.01,94,0,2.75,clear sky
617,George Town,MY,5.41,100.34,82.4,78,20,4.7,few clouds
618,Oranjemund,NA,-28.55,16.43,67.33,29,0,6.38,clear sky
619,Kommunisticheskiy,RU,61.68,64.48,63.68,91,100,8.03,overcast clouds
620,Aykhal,RU,66.0,111.5,64.4,45,100,4.47,overcast clouds
621,Culaba,PH,11.66,124.54,80.65,77,100,4.63,overcast clouds
622,Mola Di Bari,IT,41.06,17.09,75.99,41,1,4.7,clear sky
623,Guanhaes,BR,-18.77,-42.93,58.15,88,8,4.83,clear sky
624,Stawell,AU,-37.05,142.77,39.79,95,88,0.69,overcast clouds
625,Pingliang,CN,35.54,106.69,67.41,78,99,1.77,overcast clouds
626,Bull Savanna,JM,17.89,-77.59,83.25,71,100,10.58,overcast clouds
627,Zabid,YE,14.2,43.32,86.97,67,100,15.28,overcast clouds
628,Minot,US,48.23,-101.3,78.8,39,1,8.05,clear sky
629,Toora-Khem,RU,52.47,96.11,51.55,91,98,1.79,overcast clouds
630,Harbour Breton,CA,47.48,-55.8,63.97,83,3,8.93,clear sky
631,Vysokogornyy,RU,50.12,139.15,56.01,94,100,4.52,overcast clouds
632,Agadez,NE,19.75,10.25,93.31,23,56,9.6,broken clouds
633,Lysyanka,UA,49.25,30.83,55.78,86,8,2.95,clear sky
634,Mojo,ET,8.6,39.12,60.8,82,75,6.93,broken clouds
635,Ghanzi,BW,-21.57,21.78,52.32,42,0,6.06,clear sky
636,Mayor Pablo Lagerenza,PY,-19.93,-60.77,85.64,27,0,6.87,clear sky
637,Celestun,MX,20.87,-90.4,85.75,69,5,16.55,clear sky
638,Nishihara,JP,26.18,127.76,84.2,83,75,14.99,broken clouds
639,El Alto,PE,-4.27,-81.21,66.2,77,13,17.27,few clouds
640,Owando,CG,-0.48,15.9,73.45,88,32,3.2,light rain
641,Xiamen,CN,24.48,118.08,82.4,83,40,2.24,scattered clouds
642,Rongcheng,CN,30.63,117.85,79.14,82,33,2.82,scattered clouds
643,Yankton,US,42.87,-97.4,79.0,53,75,9.17,broken clouds
644,Pinawa,CA,50.15,-95.88,74.91,32,0,7.16,clear sky
645,Uni,RU,57.75,51.49,47.19,94,3,3.87,clear sky
646,Itoman,JP,26.12,127.67,84.2,83,40,14.99,scattered clouds
647,Nagato,JP,34.38,131.2,78.8,94,75,2.24,mist
648,Kendal,GB,54.33,-2.75,57.99,90,100,2.19,overcast clouds
649,Cap Malheureux,MU,-19.98,57.61,64.99,79,30,1.99,scattered clouds
650,Lakes Entrance,AU,-37.88,147.98,46.0,86,83,6.29,broken clouds
651,Straseni,MD,47.14,28.61,66.2,48,0,3.36,clear sky
652,Dayong,CN,25.02,118.29,82.4,83,40,2.24,scattered clouds
653,San Cristobal,VE,7.77,-72.22,87.8,43,40,29.97,scattered clouds
654,Stykkisholmur,IS,65.08,-22.73,48.9,83,74,6.22,broken clouds
655,Lima,PE,-12.04,-77.03,60.8,82,90,9.17,overcast clouds
656,Dong Hoi,VN,17.48,106.6,80.76,76,87,9.78,overcast clouds
657,Ilulissat,GL,69.22,-51.1,46.4,70,0,4.7,clear sky
658,Freeport,US,40.66,-73.58,84.99,74,20,19.46,few clouds
659,Nhulunbuy,AU,-12.23,136.77,73.4,83,75,6.93,broken clouds
660,Hersbruck,DE,49.51,11.43,66.99,93,40,4.7,light rain
661,Kindu,CD,-2.95,25.95,78.03,43,42,2.28,scattered clouds
662,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.92,65,52,1.79,broken clouds
663,Murree,PK,33.91,73.39,84.99,100,40,6.93,mist
664,Abha,SA,18.22,42.51,68.0,77,20,5.82,few clouds
665,Luwuk,ID,-0.95,122.79,75.63,80,100,2.75,overcast clouds
666,Horsham,GB,51.06,-0.33,62.6,77,100,5.82,overcast clouds
667,Chone,EC,-0.68,-80.1,80.53,68,89,7.11,overcast clouds
668,Aurillac,FR,44.92,2.45,63.0,67,90,3.36,overcast clouds
669,Ambikapur,IN,23.12,83.2,79.0,78,56,2.06,light rain
670,Ambunti,PG,-4.24,142.84,76.05,93,38,0.29,light rain
671,Salumbar,IN,24.13,74.05,83.01,78,99,7.31,light rain
672,Arona,ES,28.1,-16.68,75.99,83,20,2.24,few clouds
673,Kangaba,ML,11.93,-8.42,74.23,93,76,6.82,broken clouds
674,Bonavista,CA,48.65,-53.11,60.01,80,45,3.0,scattered clouds
675,Bay Roberts,CA,47.6,-53.26,69.01,55,59,2.39,broken clouds
676,Joshimath,IN,30.57,79.57,66.42,57,57,1.39,broken clouds
677,Benguela,AO,-12.58,13.41,67.89,88,99,3.94,overcast clouds
678,Puerto Madero,MX,14.72,-92.42,89.6,75,40,8.05,scattered clouds
679,Necochea,AR,-38.55,-58.74,48.0,96,67,1.99,broken clouds
680,Yerofey Pavlovich,RU,53.97,121.97,57.78,81,100,9.66,overcast clouds
681,Berlevag,NO,70.86,29.09,48.2,100,75,16.11,light intensity drizzle
682,Chenzhou,CN,25.8,113.03,75.85,82,0,2.57,clear sky
683,Zhangjiakou,CN,40.81,114.88,68.02,54,0,3.27,clear sky
684,Bouake,CI,7.69,-5.02,73.4,88,20,2.24,few clouds
685,Leon Valley,US,29.5,-98.62,91.0,43,40,11.41,light rain
686,Villa Guerrero,MX,18.87,-99.65,82.4,51,40,4.7,scattered clouds
687,Nara,JP,34.69,135.8,82.99,78,75,1.12,broken clouds
688,Nurota,UZ,40.56,65.69,69.8,32,0,2.24,clear sky
689,Bac Lieu,VN,9.29,105.72,79.77,83,100,12.01,light rain
690,Jalesar,IN,27.48,78.32,78.8,100,75,6.93,broken clouds
691,Tabuk,PH,17.42,121.44,74.97,84,99,1.7,overcast clouds
692,Cockburn Town,TC,21.46,-71.14,86.0,70,40,14.99,scattered clouds
693,De Aar,ZA,-30.65,24.01,50.31,41,0,4.99,clear sky
694,Lensk,RU,60.73,114.93,58.91,74,0,4.03,clear sky
695,Tautira,PF,-17.73,-149.15,82.4,69,75,16.11,broken clouds
